Item,SPSS,OWL ID,FY 19 Calibration Status,Bank status fy18,NOTES,N count in 2018,N count in 2017,N count in 2015,FY18 Calibration Status,Bank status FY16,Fix in 2017,SKIP?,a_FY18,b_FY18,c_FY18,a_FY16,se of a,b_FY16,se of b,c_FY16,se of c,FINAL Resolution,Cog Level_NEW
843,@3697,3697,Include in FY19 calib,FY18_Calibrated&Unused,,683,706,947,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.195682176,0.9862579,0.2376004,1.441907674,0,0.98505094,0,0.24592,0,5.OA.1,PU
844,@3698,3698,Include in FY19 calib,FY18_Calibrated&Unused,,5208,4675,2953,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.448822176,0.2572661,0.1587,1.448822157,0,0.257266126,0,0.1587,0,6.NS.3,PU
845,@3699,3699,Include in FY19 calib,FY18_Calibrated&Unused,,1302,1341,1450,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.382535647,-0.8417288,0.2290875,1.557450149,0,-0.717402078,0,0.18636,0,5.NBT.5,PU
846,@3700,3700,Include in FY19 calib,FY18_Calibrated&Unused,,865,850,952,Include FY18 Calib,Operational FY16,,;,0.593391235,1.8284285,0.3399457,0.907948698,0,1.773430198,0,0.39379,0,6.SP.5,CU
847,@3701,3701,Include in FY19 calib,FY18_Calibrated&Unused,,1101,1149,1354,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.865420118,0.2547115,0.2349511,0.970786724,0,0.254087841,0,0.19821,0,6.SP.4,PU
848,@3702,3702,Include in FY19 calib,FY18_Calibrated&Unused,,202,207,532,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.835621,0.2,1.308857271,0,0.825887018,0,0.2,0,6.RP.3b,ST
849,@3703,3703,Include in FY19 calib,FY18_Calibrated&Unused,,202,207,533,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.200773,0.2,0.740013829,0,0.08223513,0,0.2,0,6.EE.5,PU
850,@3704,3704,Include in FY19 calib,FY18_Calibrated&Unused,,2279,1660,576,Include FY18 Calib,Operational FY16,,;,1.373446529,0.2258377,0.2040991,1.970840923,0,0.272232077,0,0.2,0,5.NBT.5,PU
851,@3705,3705,Include in FY19 calib,FY18_Calibrated&Unused,,202,207,533,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.504475,0.2,1.148083243,0,1.520007575,0,0.19999,0,7.SP.6,PU
852,@3706,3706,Include in FY19 calib,FY18 Operational ,,7044,5305,3288,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.159596412,0.547927,0.15248,1.159596431,0,0.547927055,0,0.15248,0,7.SP.6,CU
853,@3707,3707,Include in FY19 calib,FY18_Calibrated&Unused,,2909,2965,2774,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.672396412,0.7598554,0.25534,0.672396435,0,0.759855392,0,0.25534,0,7.SP.1,CU
854,@3708,3708,Include in FY19 calib,FY18_Calibrated&Unused,,247,258,589,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.8826239,0.2,2.675723927,0,1.514326846,0,0.20001,0,6.EE.5,PU
855,@3709,3709,Include in FY19 calib,FY18_Calibrated&Unused,,1895,1721,1400,Include FY18 Calib,Operational FY16,,;,1.659368235,1.0147812,0.2464364,2.088994805,0,1.05239163,0,0.28792,0,6.EE.9,ST
856,@3710,3710,Include in FY19 calib,FY18 Operational ,,5475,4285,2751,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.162437765,0.5758679,0.22015,1.162437774,0,0.575867962,0,0.22015,0,6.EE.9,CU
857,@3711,3711,Include in FY19 calib,FY18_Calibrated&Unused,,173,182,528,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6801538,0.2,1.9337228,0,1.421255436,0,0.19998,0,7.RP.3,PU
858,@3712,3712,Include in FY19 calib,FY18_Calibrated&Unused,,4116,3731,2532,Include FY18 Calib,Operational FY16,Yes,",SKIP;",2.006431647,0.0560782,0.18662,2.006431618,0,0.056078204,0,0.18662,0,5.NBT.5,PU
859,@3713,3713,Include in FY19 calib,FY18_Calibrated&Unused,,1858,1732,1393,Include FY18 Calib,Operational FY16,,;,1.341071353,1.1657412,0.2601131,1.583777738,0,1.120103729,0,0.23735,0,3.MD.3,PU
860,@3714,3714,Include in FY19 calib,FY18_Calibrated&Unused,,1074,818,506,Include FY18 Calib,Operational FY16,,;,1.036052882,1.2304145,0.1909946,1.545641331,0,1.375060697,0,0.2,0,7.SP.6,CU
861,@3716,3716,Include in FY19 calib,FY18_Calibrated&Unused,,173,182,528,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8221783,0.2,1.118355897,0,0.832864634,0,0.2,0,6.EE.2,PU
862,@3717,3717,Include in FY19 calib,FY18_Calibrated&Unused,,1716,1683,1561,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.855539882,-0.9348163,0.19189,0.85553988,0,-0.934816307,0,0.19189,0,4.NBT.4,PU
863,@3718,3718,Include in FY19 calib,FY18 Operational ,,6435,5053,3376,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.514173059,0.5634593,0.17241,1.514173046,0,0.563459252,0,0.17241,0,6.EE.6,PU
864,@3719,3719,Include in FY19 calib,FY18_Calibrated&Unused,,2299,2168,1675,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.194464471,1.1764726,0.23336,1.194464473,0,1.176472636,0,0.23336,0,7.RP.3,ST
865,@3720,3720,Include in FY19 calib,FY18 Operational ,,590,484,611,Include FY18 Calib,Operational FY16,,;,1.12,2.3609374,0.2,2.177404918,0,1.83646011,0,0.19999,0,6.SP.5c,PU
866,@3722,3722,Include in FY19 calib,FY18_Calibrated&Unused,,400,378,603,Include FY18 Calib,Operational FY16,,;,1.12,1.6996262,0.2,1.763948449,0,1.57931731,0,0.19999,0,7.EE.1,ST
867,@3723,3723,Include in FY19 calib,FY18_Calibrated&Unused,,986,1041,1273,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.112224765,0.9218412,0.2082305,1.255676527,0,0.894250605,0,0.19121,0,A.CED.1,PU
868,@3724,3724,Include in FY19 calib,FY18 Operational ,,778,421,743,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.5943295,0.2,1.416795458,0,1.420817052,0,0.14429,0,F.IF.6,PU
869,@3725,3725,Include in FY19 calib,FY18_Calibrated&Unused,,649,676,953,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.585934647,1.2961764,0.2216633,2.714336629,0,1.26045975,0,0.262,0,6.NS.1,PU
870,@3726,3726,Include in FY19 calib,FY18 Operational ,,1077,245,583,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.5828225,0.2,0.70237014,0,1.818200188,0,0.20001,0,8.F.1,CU
871,@3727,3727,Include in FY19 calib,FY18_Calibrated&Unused,,158,163,502,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.293612,0.2,0.797678311,0,1.324847436,0,0.20001,0,7.EE.4,ST
872,@3728,3728,Include in FY19 calib,FY18_Calibrated&Unused,,927,964,1219,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.685385471,0.2258701,0.2588996,0.77184344,0,0.218103801,0,0.22215,0,8.SP.1,ST
873,@3729,3729,Include in FY19 calib,FY18_Calibrated&Unused,,214,221,569,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.7687709,0.2,1.402145296,0,1.658189941,0,0.20001,0,6.SP.5c,ST
874,@3730,3730,Include in FY19 calib,FY18_Calibrated&Unused,,198,205,549,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8320614,0.2,0.589997487,0,0.918264319,0,0.20001,0,8.G.2,CU
875,@3733,3733,Include in FY19 calib,FY18_Calibrated&Unused,,752,777,1046,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.671905059,1.8392368,0.1762411,0.825516903,0,1.677180502,0,0.17777,0,4.MD.2,PU
876,@3735,3735,Include in FY19 calib,FY18_Calibrated&Unused,,945,976,1160,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.857123765,1.2490179,0.2232195,0.980723212,0,1.169385424,0,0.20579,0,7.RP.3,PU
877,@3736,3736,Include in FY19 calib,FY18_Calibrated&Unused,,2553,2355,1778,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.419636824,1.0019531,0.29381,1.419636801,0,1.001953088,0,0.29381,0,6.RP.3c,ST
878,@3737,3737,Include in FY19 calib,FY18 Operational ,,743,167,509,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.7319023,0.2,1.68125387,0,0.788058111,0,0.2,0,7.RP.2,ST
879,@3738,3738,Include in FY19 calib,FY18 Operational ,,855,765,1017,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.702047471,1.9843358,0.2658014,1.074109781,0,1.811886238,0,0.30335,0,A.REI.6,ST
880,@3739,3739,Include in FY19 calib,FY18_Calibrated&Unused,,897,915,1158,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.707913471,0.4062058,0.3126286,0.806153068,0,0.348364807,0,0.25887,0,6.EE.9,CU
881,@3740,3740,Include in FY19 calib,FY18_Calibrated&Unused,,2727,2778,2595,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.297803941,-0.0007778,0.17465,1.297803954,0,-0.000777797,0,0.17465,0,8.F.5,ST
882,@3741,3741,Include in FY19 calib,FY18 Operational ,,713,581,749,Include FY18 Calib,Operational FY16,,;,1.240689294,2.2134996,0.196815,1.983208155,0,2.082460644,0,0.23479,0,8.F.5,CU
883,@3745,3745,Include in FY19 calib,FY18_Calibrated&Unused,,894,918,1119,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.753680176,1.0470129,0.2395597,0.896895381,0,0.994963295,0,0.21241,0,7.SP.1,CU
884,@3747,3747,Include in FY19 calib,FY18_Calibrated&Unused,,773,791,1064,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.161553412,-0.5040571,0.2372837,1.303864391,0,-0.425797406,0,0.1999,0,2.NBT.4,ST
885,@3748,3748,Include in FY19 calib,FY18 Operational ,,2021,1179,840,Include FY18 Calib,Operational FY16,,;,1.154052412,-0.6834337,0.2154916,1.443566493,0,-0.634431772,0,0.17913,0,4.OA.5,CU
886,@3749,3749,Include in FY19 calib,FY18_Calibrated&Unused,,1856,1695,1264,Include FY18 Calib,Operational FY16,,;,1.558810647,-0.7211052,0.1784453,1.943068026,0,-0.654408699,0,0.12196,0,4.OA.5,PU
887,@3750,3750,Include in FY19 calib,FY18 Operational ,,1911,1136,1338,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.154712765,-0.4895755,0.3420836,1.239318275,0,-0.47288718,0,0.27581,0,4.OA.5,CU
888,@3751,3751,Include in FY19 calib,FY18_Calibrated&Unused,,863,880,1109,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.728092294,0.3064693,0.2386472,0.82704433,0,0.272822678,0,0.21505,0,2.G.3,CU
889,@3752,3752,Include in FY19 calib,FY18_Calibrated&Unused,,729,758,1041,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.728725118,1.3418231,0.2162203,0.852616417,0,1.262469011,0,0.21171,0,2.G.3,CU
890,@3753,3753,Include in FY19 calib,FY18_Calibrated&Unused,,172,174,531,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.90086,0.2,2.857914783,0,0.684343706,0,0.19997,0,6.RP.3c,PU
891,@3754,3754,Include in FY19 calib,FY18 Operational ,,4820,3276,1914,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.362760647,0.5152431,0.19805,1.362760669,0,0.515243074,0,0.19805,0,7.RP.3,CU
892,@3759,3759,Include in FY19 calib,FY18_Calibrated&Unused,,352,362,693,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,2.030372,0.2,1.493610263,0,1.852193233,0,0.19992,0,6.SP.3,ST
893,@3760,3760,Include in FY19 calib,FY18 Operational ,,1112,239,575,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.0365304,0.2,1.126157272,0,0.006321592,0,0.2,0,5.MD.2,ST
894,@3761,3761,Include in FY19 calib,FY18_Calibrated&Unused,,235,239,576,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.0502752,0.2,1.54580557,0,0.945858171,0,0.20002,0,2.G.3,CU
895,@3762,3762,Include in FY19 calib,FY18_Calibrated&Unused,,1170,1213,1429,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.595414529,0.5113345,0.2424532,0.714441742,0,0.462210759,0,0.21389,0,2.G.3,CU
896,@3763,3763,Include in FY19 calib,FY18_Calibrated&Unused,,235,239,577,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.3987732,0.2,0.838968116,0,0.46307535,0,0.20001,0,7.SP.5,CU
897,@3764,3764,Include in FY19 calib,FY18 Operational ,,2561,1634,1711,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.715755647,0.5534069,0.26532,0.715755658,0,0.553406858,0,0.26532,0,4.G.1,PU
898,@3765,3765,Include in FY19 calib,FY18_Calibrated&Unused,,4561,4272,3119,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.208605471,0.1939318,0.23652,1.208605492,0,0.193931781,0,0.23652,0,6.EE.7,CU
899,@3811,3811,Include in FY19 calib,FY18_Calibrated&Unused,,164,173,541,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.035827,0.2,1.354023128,0,1.001551236,0,0.20004,0,2.G.1,CU
900,@3812,3812,Include in FY19 calib,FY18_Calibrated&Unused,,4017,3634,2522,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.860894059,-0.3884738,0.19211,0.860894087,0,-0.388473859,0,0.19211,0,2.G.1,CU
901,@3813,3813,Include in FY19 calib,FY18_Calibrated&Unused,,2196,2243,2204,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.131692118,-0.4485021,0.15555,1.131692143,0,-0.448502057,0,0.15555,0,5.NBT.7,PU
902,@3814,3814,Include in FY19 calib,FY18_Calibrated&Unused,,2550,2603,2424,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.649304353,0.0095486,0.25185,0.649304364,0,0.009548587,0,0.25185,0,3.MD.2,CU
903,@3815,3815,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",146,155,521,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8328363,0.2,1.188157676,0,0.853809658,0,0.20001,0,6.NS.5,PU
904,@3852,3852,Include in FY19 calib,FY18_Calibrated&Unused,,931,946,1170,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.653965529,0.1810024,0.2776302,0.732179606,0,0.163397101,0,0.24903,0,3.MD.2,CU
905,@3853,3853,Include in FY19 calib,FY18_Calibrated&Unused,,4627,4050,2489,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.226179118,0.7571703,0.22206,1.226179116,0,0.757170288,0,0.22206,0,7.NS.1d,PU
906,@3854,3854,Include in FY19 calib,FY18_Calibrated&Unused,,2690,2745,2532,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.201099765,-0.3189169,0.12176,1.201099748,0,-0.318916893,0,0.12176,0,3.NBT.2,PU
907,@3855,3855,Include in FY19 calib,FY18_Calibrated&Unused,,1206,1239,1389,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.75152,-0.8914754,0.2278516,0.851483165,0,-0.770994552,0,0.18731,0,6.EE.1,CU
908,@3856,3856,Include in FY19 calib,FY18_Calibrated&Unused,,1281,955,546,Include FY18 Calib,Operational FY16,,;,1.045608824,0.0519695,0.2545789,1.111080088,0,0.020368154,0,0.2,0,6.EE.1,CU
909,@3857,3857,Include in FY19 calib,FY18_Calibrated&Unused,,1860,1892,1852,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.308315294,1.4295604,0.38033,1.308315281,0,1.429560382,0,0.38033,0,6.RP.3c,PU
910,@3858,3858,Include in FY19 calib,FY18_Calibrated&Unused,,671,693,910,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.398305059,-0.8275471,0.3290373,1.64689497,0,-0.700189408,0,0.29868,0,5.NBT.7,PU
911,@3859,3859,Include in FY19 calib,FY18_Calibrated&Unused,,1087,1110,1289,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.851846588,-0.7781778,0.2672196,1.01744716,0,-0.643272521,0,0.22489,0,5.NBT.7,PU
912,@3860,3860,Include in FY19 calib,FY18_Calibrated&Unused,,1030,1054,1269,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.472098941,0.1163604,0.1522025,1.695132106,0,0.139407741,0,0.13051,0,4.OA.5,ST
913,@3861,3861,Include in FY19 calib,FY18 Operational ,,2841,2035,1452,Include FY18 Calib,Operational FY16,,;,1.679697471,1.2549941,0.1939256,1.930355891,0,1.217175395,0,0.20983,0,6.EE.9,ST
914,@3862,3862,Include in FY19 calib,FY18 Operational ,,5588,4149,2579,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.475199,0.4957045,0.21268,1.475199017,0,0.495704532,0,0.21268,0,4.OA.3,CU
915,@3863,3863,Include in FY19 calib,FY18 Operational ,,6011,4454,2662,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.793905706,0.4400237,0.13752,1.79390573,0,0.440023645,0,0.13752,0,6.EE.3,CU
916,@3864,3864,Include in FY19 calib,FY18_Calibrated&Unused,,2172,1769,1067,Include FY18 Calib,Operational FY16,,;,1.564234471,-0.4541141,0.1641028,1.820709613,0,-0.335197997,0,0.15781,0,5.OA.1,PU
917,@3865,3865,Include in FY19 calib,FY18_Calibrated&Unused,,1570,1614,1636,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.947316882,0.3436522,0.28463,0.947316902,0,0.343652176,0,0.28463,0,6.EE.2a,CU
918,@3866,3866,Include in FY19 calib,FY18 Operational ,,2748,2060,1957,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.613767882,0.7262946,0.28397,1.613767867,0,0.726294643,0,0.28397,0,6.EE.2a,CU
919,@3868,3868,Include in FY19 calib,FY18_Calibrated&Unused,,2517,2571,2431,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.173195471,0.9222767,0.38943,1.17319546,0,0.922276753,0,0.38943,0,6.EE.8,PU
920,@3869,3869,Include in FY19 calib,FY18_Calibrated&Unused,,5065,4545,2824,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.231336235,0.6171065,0.20145,1.231336236,0,0.617106523,0,0.20145,0,6.EE.8,PU
921,@3870,3870,Include in FY19 calib,FY18_Calibrated&Unused,,241,249,598,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.5368591,0.2,1.45291172,0,1.446066767,0,0.20003,0,6.SP.3,ST
922,@3871,3871,Include in FY19 calib,FY18_Calibrated&Unused,,1489,1523,1635,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.039241765,0.9879309,0.29104,1.039241739,0,0.987930881,0,0.29104,0,6.SP.3,CU
923,@3872,3872,Include in FY19 calib,FY18_Calibrated&Unused,,2223,1632,526,Include FY18 Calib,Operational FY16,,;,1.071953882,-0.0574173,0.2364764,1.246282029,0,0.16180187,0,0.2,0,4.OA.2,PU
924,@3873,3873,Include in FY19 calib,FY18_Calibrated&Unused,,1693,1735,1835,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",0.530772706,1.3879991,0.35449,0.53077273,0,1.387999121,0,0.35449,0,7.SP.5,CU
925,@3875,3875,Include in FY19 calib,FY18 Operational ,,4990,2835,2667,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.127766824,0.1601092,0.22398,1.127766819,0,0.160109219,0,0.22398,0,4.G.1,CU
926,@3877,3877,Include in FY19 calib,FY18_Calibrated&Unused,,3719,3447,2460,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.791387941,0.3902427,0.17067,0.791387939,0,0.390242679,0,0.17067,0,5.MD.2,ST
927,@3878,3878,Include in FY19 calib,FY18_Calibrated&Unused,,3044,2428,1256,Include FY18 Calib,Operational FY16,,;,1.226791941,0.2480453,0.1973828,1.38756083,0,0.287892137,0,0.18513,0,7.NS.1,PU
928,@3879,3879,Include in FY19 calib,FY18_Calibrated&Unused,,1200,1204,1322,Include FY18 Calib,Operational FY16,,;,0.646664059,1.9419355,0.3782445,1.255446592,0,1.688048778,0,0.42871,0,6.NS.6c,CU
929,@3882,3882,Include in FY19 calib,FY18_Calibrated&Unused,,4266,3959,2761,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.116286471,-0.4837189,0.2502,1.11628648,0,-0.483718924,0,0.2502,0,6.EE.9,CU
930,@3883,3883,Include in FY19 calib,FY18_Calibrated&Unused,,958,985,1175,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.116287471,1.5280867,0.1006304,1.365109293,0,1.387116264,0,0.08423,0,6.EE.9,ST
931,@3946,3946,Include in FY19 calib,FY18 Operational ,,2067,994,1221,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.071363235,0.7351651,0.210336,1.30473486,0,0.707620692,0,0.19542,0,6.RP.3c,ST
932,@3947,3947,Include in FY19 calib,FY18_Calibrated&Unused,,389,399,728,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.6737313,0.2,2.285802975,0,1.485003811,0,0.19332,0,2.MD.10,CU
933,@3948,3948,Include in FY19 calib,FY18 Operational ,,5828,3909,2350,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.722790059,0.7700357,0.37607,1.722790035,0,0.770035648,0,0.37607,0,7.G.1,ST
934,@3949,3949,Include in FY19 calib,FY18_Calibrated&Unused,,1404,1236,917,Include FY18 Calib,Operational FY16,,;,0.770049353,-1.3684578,0.2353831,1.098138017,0,-1.143493294,0,0.1802,0,N.Q.3,CU
935,@3950,3950,Include in FY19 calib,FY18_Calibrated&Unused,,4138,3533,1874,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.408501353,0.3988155,0.29224,1.408501364,0,0.398815527,0,0.29224,0,6.EE.5,PU
936,@3951,3951,Include in FY19 calib,FY18 Operational ,,2849,1788,1797,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.69753,0.7238957,0.2741,1.697530002,0,0.723895707,0,0.2741,0,6.EE.6,CU
937,@3952,3952,Include in FY19 calib,FY18_Calibrated&Unused,,200,210,576,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3672359,0.2,0.690167147,0,1.645543773,0,0.20002,0,6.EE.5,PU
938,@3953,3953,Include in FY19 calib,FY18_Calibrated&Unused,,1688,1726,1805,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.047108824,-0.6188995,0.11896,1.04710881,0,-0.618899575,0,0.11896,0,5.NBT.4,CU
939,@3954,3954,Include in FY19 calib,FY18_Calibrated&Unused,,3383,2988,1889,Include FY18 Calib,Operational FY16,Yes,",SKIP;",0.782617529,-0.2844428,0.23055,0.78261755,0,-0.284442843,0,0.23055,0,N.Q.3,CU
940,@3955,3955,Include in FY19 calib,FY18_Calibrated&Unused,,631,662,972,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.332771,1.7849133,0.3539649,2.762146741,0,1.633062,0,0.38339,0,7.EE.1,CU
941,@3988,3988,Include in FY19 calib,FY18_Calibrated&Unused,,2073,1891,1509,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.048488412,1.1970037,0.20393,1.048488422,0,1.197003632,0,0.20393,0,2.MD.10,ST
942,@3989,3989,Include in FY19 calib,FY18 Operational ,,554,463,690,Include FY18 Calib,Operational FY16,,;,1.12,2.4434493,0.2,1.640834534,0,2.192629039,0,0.2,0,7.SP.8a,PU
943,@3991,3991,Include in FY19 calib,FY18_Calibrated&Unused,,672,575,689,Include FY18 Calib,Operational FY16,,;,0.679310941,2.2495656,0.2235464,1.293632271,0,1.915844189,0,0.20002,0,6.SP.5,CU
944,@3992,3992,Include in FY19 calib,FY18_Calibrated&Unused,,2187,1622,560,Include FY18 Calib,Operational FY16,,;,1.858992176,0.5090126,0.1600416,1.469959778,0,0.253411998,0,0.2,0,8.SP.1,ST
945,@3993,3993,Include in FY19 calib,FY18 Operational ,,2727,1922,1509,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.471273706,1.1467904,0.29079,1.471273694,0,1.14679037,0,0.29079,0,6.EE.7,ST
946,@3994,3994,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",144,152,543,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.8258449,0.2,1.411720458,0,0.853237323,0,0.2,0,6.EE.6,ST
947,@3995,3995,Include in FY19 calib,FY18_Calibrated&Unused,"N<150, try to calib?",144,152,543,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,0.1754161,0.2,1.035447807,0,0.161533968,0,0.2,0,5.NBT.3a,CU
948,@3996,3996,Include in FY19 calib,FY18 Operational ,,2120,1275,1017,Include FY18 Calib,Operational FY16,,;,1.376756059,1.0199436,0.1679413,2.226249739,0,1.101155788,0,0.25035,0,7.NS.1,PU
949,@4031,4031,Include in FY19 calib,FY18_Calibrated&Unused,,196,198,580,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,-0.0534397,0.2,1.133646593,0,-0.02314757,0,0.2,0,6.SP.4,PU
950,@4032,4032,Include in FY19 calib,FY18 Operational ,,1614,882,1163,Include FY18 Calib,FY16 Calibrated/Unused,,;,0.611124176,0.7624627,0.25622,0.778281628,0,0.670425007,0,0.22918,0,6.SP.4,ST
951,@4033,4033,Include in FY19 calib,FY18 Operational ,,3752,3099,2466,Include FY18 Calib,Operational FY16,Yes,",SKIP;",1.782950941,0.9206267,0.29053,1.782950956,0,0.920626723,0,0.29053,0,8.F.5,CU
952,@4034,4034,Include in FY19 calib,FY18_Calibrated&Unused,,2628,2016,940,Include FY18 Calib,Operational FY16,,;,1.933761,0.9718148,0.1295372,2.794551191,0,0.907475196,0,0.14208,0,6.EE.5,PU
953,@4036,4036,Include in FY19 calib,FY18 Operational ,,3471,1831,1844,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.236033471,0.7613045,0.2132,1.236033485,0,0.761304495,0,0.2132,0,6.NS.6c,CU
954,@4037,4037,Include in FY19 calib,FY18_Calibrated&Unused,,689,624,799,Include FY18 Calib,Operational FY16,,;,1.079125,1.9691675,0.1191139,1.555512123,0,1.838183203,0,0.12346,0,7.NS.1d,PU
955,@4039,4039,Include in FY19 calib,FY18 Operational ,,3699,2493,2401,Include FY18 Calib,FY16 Calibrated/Unused,Yes,",SKIP;",1.589887471,-0.0611287,0.24789,1.589887447,0,-0.061128694,0,0.24789,0,4.OA.5,ST
956,@4040,4040,Include in FY19 calib,FY18_Calibrated&Unused,,230,237,623,Include FY18 Calib,FY16 Calibrated/Unused,,;,1.12,1.3634403,0.2,1.61036811,0,1.204054311,0,0.19999,0,5.NBT.1,PU
